NODE_9_length_3842_cov_27.242963,Viral_Rep
NODE_2670_length_563_cov_3.234568,HlyD_3
NODE_266_length_1425_cov_4.739614,TPR_8
NODE_2669_length_563_cov_3.703704,Thioredoxin
NODE_26611_length_278_cov_2.169154,Biotin_carb_C
NODE_2659_length_564_cov_2.184805,SSB
NODE_26586_length_278_cov_2.179104,FeS_assembly_P
NODE_26519_length_278_cov_2.711443,Fer4
NODE_264_length_1428_cov_8.454478,Glycos_transf_2
NODE_2647_length_565_cov_1.997951,Trypsin_2
NODE_2641_length_565_cov_4.315574,Rubrerythrin
NODE_263_length_1431_cov_4.096012,AAA_30
NODE_2639_length_566_cov_1.605317,Arg_repressor_C
NODE_2637_length_566_cov_2.075665,zf-C4_Topoisom
NODE_2636_length_566_cov_3.695297,Hydrolase_3
NODE_2634_length_566_cov_4.073620,S1_2
NODE_26334_length_279_cov_0.722772,SAM_adeno_trans
NODE_262_length_1434_cov_1.591445,ParBc
NODE_26259_length_279_cov_0.727723,TctC
NODE_2624_length_567_cov_3.261224,SBP_bac_6
NODE_2623_length_567_cov_4.422449,HTH_Crp_2
NODE_2613_length_568_cov_4.156823,Flavodoxin_1
NODE_26123_length_279_cov_0.732673,OTCace
NODE_2611_length_568_cov_5.560081,RusA
NODE_2604_length_569_cov_2.113821,CsrA
NODE_26019_length_279_cov_0.732673,Penicillinase_R
NODE_2598_length_569_cov_6.237805,CLP_protease
NODE_2591_length_570_cov_1.904665,Holin_2-3
NODE_258_length_1437_cov_5.717647,DNA_pol3_beta DNA_pol3_beta_3 DNA_pol3_beta_2
NODE_25867_length_279_cov_1.252475,dUTPase
NODE_2585_length_571_cov_2.997972,Ribosomal_S6
NODE_2582_length_571_cov_1.052632,Terminase_6C
NODE_257_length_1437_cov_7.455147,MazG
NODE_2575_length_571_cov_2.609312,Glyco_hydro_25
NODE_25753_length_279_cov_1.450495,Terminase_4
NODE_25752_length_279_cov_1.450495,Ribosomal_L13
NODE_256_length_1437_cov_15.126471,Ribosomal_S17 Ribosomal_L16 Ribosomal_L29 Ribosomal_L14
NODE_2569_length_572_cov_0.555556,tRNA-synt_1d
NODE_2562_length_572_cov_3.668687,Transcrip_reg
NODE_25626_length_279_cov_2.138614,MttA_Hcf106
NODE_255_length_1441_cov_4.330645,Glyco_transf_5
NODE_2559_length_573_cov_2.098790,OmpH
NODE_25526_length_279_cov_2.747525,DnaB_C
NODE_25516_length_279_cov_2.851485,ParE_toxin
NODE_25489_length_279_cov_2.896040,DUF1793
NODE_25451_length_279_cov_3.594059,LysR_substrate
NODE_2540_length_575_cov_2.307229,TonB_dep_Rec
NODE_253_length_1442_cov_5.965568,DnaJ TerB
NODE_2538_length_575_cov_2.755020,Hydrolase_3
NODE_2536_length_575_cov_3.387550,DivIC
NODE_2534_length_575_cov_6.566265,SDF
NODE_25327_length_280_cov_0.724138,Peptidase_M41
NODE_252_length_1444_cov_7.338698,POR_N PFOR_II
NODE_2527_length_576_cov_2.498998,GTP_cyclohydroI
NODE_2520_length_577_cov_1.744000,FtsX
NODE_251_length_1445_cov_19.769737,Lipase_3
NODE_2512_length_577_cov_5.140000,PS_Dcarbxylase
NODE_2510_length_577_cov_7.296000,SecD_SecF
NODE_250_length_1446_cov_1.205259,H2O2_YaaD
NODE_25095_length_280_cov_0.729064,HTH_38
NODE_2507_length_577_cov_11.634000,Ferritin
NODE_25016_length_280_cov_1.083744,PSCyt2
NODE_25006_length_280_cov_1.098522,MreB_Mbl
NODE_24_length_2983_cov_3.235375,DnaB_C NinB
NODE_2497_length_578_cov_4.516966,Cupin_2
NODE_2495_length_579_cov_0.978088,SusD_RagB
NODE_2492_length_579_cov_1.675299,UVR
NODE_24919_length_280_cov_1.334975,TonB_dep_Rec
NODE_248_length_1448_cov_4.694384,F420_oxidored P5CR_dimer
NODE_24791_length_280_cov_1.453202,MlaE
NODE_2469_length_581_cov_15.224206,Ferritin
NODE_24599_length_280_cov_2.285714,YdaS_antitoxin
NODE_24563_length_280_cov_2.857143,TAL_FSA
NODE_2455_length_583_cov_1.377470,UDPG_MGDP_dh
NODE_24552_length_280_cov_2.876847,ATG22
NODE_2449_length_583_cov_2.944664,Anticodon_1
NODE_243_length_1458_cov_7.307748,DUF1735 Laminin_G_3
NODE_24397_length_281_cov_0.725490,Phage_portal
NODE_24373_length_281_cov_0.725490,HD_4
NODE_24350_length_281_cov_0.725490,tRNA_U5-meth_tr
NODE_2433_length_585_cov_1.523622,GIDA_assoc
NODE_24316_length_281_cov_0.725490,Sulfatase
NODE_2424_length_585_cov_3.980315,Cupin_2
NODE_2421_length_585_cov_6.893701,adh_short_C2
NODE_241_length_1460_cov_4.279103,Phage_portal
NODE_24189_length_281_cov_1.166667,Formyl_trans_N
NODE_240_length_1460_cov_24.127983,IF3_C Ribosomal_L35p IF3_N Ribosomal_L20
NODE_2405_length_586_cov_4.884086,IPPT
NODE_24037_length_281_cov_1.436275,Tyr_Deacylase
NODE_24025_length_281_cov_1.441176,WXG100
NODE_2400_length_587_cov_1.580392,DUF4835
NODE_23_length_3129_cov_6.226737,ABC_tran_Xtn ABC_tran GrpE
NODE_239_length_1461_cov_4.239162,PFL-like
NODE_2392_length_587_cov_2.949020,Phage_capsid
NODE_2391_length_587_cov_3.123529,DUF5131
NODE_23869_length_281_cov_2.156863,G6PD_C
NODE_2385_length_588_cov_3.105675,Peptidase_M15_3
NODE_2383_length_588_cov_3.592955,Sipho_Gp37
NODE_23819_length_281_cov_2.754902,Cytochrome_CBB3
NODE_23790_length_281_cov_2.862745,ABC_tran
NODE_2370_length_590_cov_1.473684,DUF2815
NODE_23681_length_281_cov_31.455882,Ribosomal_L28
NODE_23677_length_282_cov_0.712195,Aconitase
NODE_23648_length_282_cov_0.921951,HhH-GPD
NODE_23625_length_282_cov_1.058537,Proton_antipo_M
NODE_2356_length_591_cov_2.892996,AICARFT_IMPCHas MGS
NODE_2355_length_591_cov_3.021401,KH_2
NODE_23559_length_282_cov_1.219512,IF3_N
NODE_23543_length_282_cov_1.268293,Homoserine_dh
NODE_2344_length_593_cov_1.124031,DALR_2
NODE_23438_length_282_cov_1.429268,YHS
NODE_23436_length_282_cov_1.429268,DUF4241
NODE_233_length_1480_cov_55.778332,GTP_EFTU_D2 GTP_EFTU GTP_EFTU_D3
NODE_23380_length_282_cov_1.531707,Peptidase_M42
NODE_2333_length_594_cov_2.058027,TPP_enzyme_C
NODE_2330_length_595_cov_2.007722,IlvC
NODE_232_length_1481_cov_26.138889,1-cysPrx_C Rrf2 AhpC-TSA
NODE_23213_length_282_cov_2.317073,PhageMin_Tail
NODE_2317_length_596_cov_1.655106,SHMT
NODE_2314_length_596_cov_2.676301,Phage_capsid
NODE_2311_length_596_cov_23.562620,Pyr_redox_2
NODE_230_length_1483_cov_8.056188,OmpH
NODE_2306_length_597_cov_2.234615,GTP_EFTU_D3
NODE_23068_length_283_cov_0.718447,DUF2188
NODE_2305_length_597_cov_2.253846,Peptidase_Mx1
NODE_2301_length_597_cov_4.121154,Gp_dh_C
NODE_23013_length_283_cov_1.048544,NUDIX
NODE_2300_length_597_cov_4.900000,HrcA
NODE_23000_length_283_cov_1.063107,P22_CoatProtein
NODE_22_length_3172_cov_5.137964,Plug
NODE_229_length_1483_cov_10.881935,DNA_gyraseA_C
NODE_2298_length_597_cov_5.765385,FKBP_C FKBP_N
NODE_22976_length_283_cov_1.121359,KdpA
NODE_22917_length_283_cov_1.266990,DUF559
NODE_228_length_1484_cov_3.917555,Orn_Arg_deC_N Orn_DAP_Arg_deC
NODE_2289_length_598_cov_1.153257,PriCT_2
NODE_2286_length_599_cov_1.762452,TPP_enzyme_C
NODE_2282_length_599_cov_4.128352,ASL_C
NODE_2280_length_599_cov_6.191571,Beta-lactamase2
NODE_2272_length_600_cov_2.382409,Ribosomal_L27A
NODE_22715_length_283_cov_2.101942,HSP70
NODE_2269_length_600_cov_3.384321,CBS CorC_HlyC
NODE_22699_length_283_cov_2.111650,Gate
NODE_2268_length_600_cov_5.105163,Ribosomal_TL5_C
NODE_2265_length_601_cov_1.429389,Mur_ligase_C
NODE_22655_length_283_cov_2.131068,DUF2238
NODE_22636_length_283_cov_2.145631,LUD_dom
NODE_22565_length_283_cov_2.873786,Glycos_transf_2
NODE_2255_length_602_cov_0.706667,DUF4304
NODE_2253_length_602_cov_1.200000,Cyt_bd_oxida_I
NODE_2252_length_602_cov_1.340952,ADK
NODE_22509_length_283_cov_4.723301,Thy1
NODE_224_length_1496_cov_9.007752,PP-binding
NODE_2248_length_602_cov_25.859048,Ribosomal_L28 Ribosomal_L33
NODE_2247_length_603_cov_2.032319,DapB_C
NODE_22429_length_284_cov_1.009662,DUF2800
NODE_223_length_1498_cov_4.031668,GTP_EFTU RF3_C
NODE_2237_length_604_cov_4.074004,FabA
NODE_2236_length_604_cov_16.643264,Desulfoferrodox
NODE_2234_length_605_cov_1.386364,Flavodoxin_1
NODE_2233_length_605_cov_2.291667,PGI
NODE_2231_length_605_cov_3.698864,PadR
NODE_2228_length_605_cov_5.827652,FumaraseC_C Lyase_1
NODE_22285_length_284_cov_1.405797,Methyltransf_21
NODE_22268_length_284_cov_1.410628,tRNA-synt_2
NODE_22264_length_284_cov_1.410628,Biotin_lipoyl
NODE_2225_length_606_cov_1.359168,MlaE
NODE_2221_length_606_cov_2.141777,SHMT
NODE_2217_length_606_cov_7.669187,Ribosomal_L5_C Ribosomal_S14
NODE_22176_length_284_cov_1.884058,DegT_DnrJ_EryC1
NODE_22175_length_284_cov_1.884058,DUF979
NODE_2214_length_607_cov_1.943396,Phage_H_T_join
NODE_22116_length_284_cov_2.111111,Cpn10
NODE_22102_length_284_cov_2.115942,Peptidase_S9
NODE_220_length_1507_cov_8.400699,TonB_dep_Rec
NODE_22089_length_284_cov_2.120773,Polysacc_synt_2
NODE_22085_length_284_cov_2.125604,MreB_Mbl
NODE_2207_length_608_cov_2.000000,Phage_TAC_4
NODE_2205_length_598_cov_2.288136,GidB
NODE_2204_length_608_cov_2.979284,TPR_8
NODE_2202_length_608_cov_11.934087,Ribosomal_L31
NODE_2200_length_609_cov_1.827068,RNA_pol_Rpb2_6 RNA_pol_Rpb2_7
NODE_21_length_3341_cov_35.065870,Parvo_NS1
NODE_2197_length_609_cov_2.443609,HMA MttA_Hcf106
NODE_21912_length_285_cov_0.538462,Aldo_ket_red
NODE_218_length_1509_cov_4.111732,GATase
NODE_21872_length_285_cov_0.971154,DNA_gyraseB_C
NODE_21851_length_285_cov_1.052885,MlaE
NODE_2180_length_611_cov_2.310861,PGI
NODE_2177_length_611_cov_3.737828,RecT
NODE_2172_length_611_cov_7.352060,Ribosomal_L4
NODE_216_length_1508_cov_2.522315,HTH_3
NODE_2169_length_612_cov_1.373832,TK
NODE_21663_length_285_cov_1.413462,FtsJ
NODE_215_length_1513_cov_2.703343,AICARFT_IMPCHas
NODE_21581_length_285_cov_2.048077,FBPase_2
NODE_21576_length_285_cov_2.062500,Sigma54_CBD
NODE_2149_length_613_cov_5.177239,Amidohydro_1
NODE_21488_length_285_cov_2.125000,HSP20
NODE_21450_length_285_cov_2.730769,DUF2492
NODE_21417_length_285_cov_2.812500,DUF2313
NODE_21388_length_285_cov_3.427885,Phage_TAC_4
NODE_21376_length_285_cov_3.504808,PIN
NODE_2136_length_614_cov_20.119181,Ribosomal_S20p
NODE_21360_length_285_cov_4.110577,HTH_18
NODE_2135_length_615_cov_0.815985,OmpH
NODE_2133_length_615_cov_1.656134,Peptidase_M18
NODE_212_length_1519_cov_3.075589,RNA_ligase
NODE_21268_length_286_cov_1.043062,NAPRTase
NODE_2123_length_616_cov_5.701299,HTH_AsnC-type AsnC_trans_reg HTH_24
NODE_211_length_1520_cov_7.883576,MatE
NODE_21150_length_286_cov_1.296651,Fib_succ_major
NODE_2114_length_618_cov_1.236599,Amidase_3
NODE_2111_length_618_cov_1.933457,NADHdh
NODE_210_length_1520_cov_4.605263,ribosomal_L24 Ribosomal_L5_C Ribosomal_S14 Ribosomal_L5
NODE_21095_length_286_cov_1.392344,dUTPase
NODE_2105_length_618_cov_6.255083,GreA_GreB_N GreA_GreB
NODE_21059_length_286_cov_1.401914,Ring_hydroxyl_A
NODE_2102_length_619_cov_1.210332,dUTPase
NODE_2101_length_619_cov_1.308118,Phage_min_cap2
NODE_21019_length_286_cov_1.564593,Peptidase_S9
NODE_20_length_3346_cov_4.914653,Mur_ligase_M Mur_ligase PASTA Mur_ligase_C
NODE_209_length_1522_cov_3.151557,Glycogen_syn Glycos_transf_1
NODE_20958_length_286_cov_2.076555,PCNA_C
NODE_2090_length_620_cov_1.779006,Peptidase_M48
NODE_2089_length_620_cov_1.937385,CbiG_C
NODE_20889_length_286_cov_2.114833,DNA_methylase
NODE_2087_length_620_cov_2.128913,LeuA_dimer
NODE_2084_length_620_cov_4.554328,Glucosamine_iso
NODE_20816_length_286_cov_2.808612,Sigma70_r2
NODE_20791_length_286_cov_3.464115,DUF86
NODE_2075_length_621_cov_5.659926,Glyco_hydro_130
NODE_20755_length_286_cov_4.401914,TrkA_C
NODE_2074_length_621_cov_6.262868,Ribosomal_L18p
NODE_2073_length_621_cov_26.891544,Ribosomal_S7
NODE_2068_length_622_cov_4.478899,Methyltransf_5
NODE_20687_length_287_cov_0.980952,Toprim
NODE_2066_length_622_cov_37.884404,Ribosomal_S14
NODE_20657_length_287_cov_1.071429,CBS
NODE_20655_length_287_cov_1.076190,Thioredoxin_2
NODE_20630_length_287_cov_1.133333,ResIII
NODE_20627_length_287_cov_1.138095,GATase
NODE_20613_length_287_cov_1.161905,DUF1109
NODE_20572_length_287_cov_1.285714,SmpB
NODE_20533_length_287_cov_1.371429,Terminase_GpA
NODE_2052_length_623_cov_1.073126,tRNA-synt_2
NODE_20525_length_287_cov_1.376190,GGDEF
NODE_204_length_1531_cov_403.275103,DUF150_C DUF150
NODE_2048_length_624_cov_2.235832,RRF
NODE_2040_length_625_cov_1.439781,CbiA
NODE_203_length_1537_cov_7.054110,PAP2
NODE_2038_length_625_cov_2.197080,Peptidase_M23
NODE_2036_length_626_cov_1.151184,Pep_deformylase
NODE_20308_length_287_cov_2.104762,adh_short_C2
NODE_2028_length_626_cov_137.391621,Ribosomal_L14
NODE_2027_length_627_cov_1.110909,Peptidase_M15_3
NODE_20257_length_287_cov_2.795238,Phage_gp49_66
NODE_2018_length_628_cov_2.003630,FAD_binding_4
NODE_20113_length_288_cov_0.943128,FixP_N
NODE_200_length_1544_cov_9.466258,Lactamase_B Flavodoxin_1 Rubredoxin
NODE_2006_length_629_cov_2.659420,Toprim DNA_gyraseB_C
NODE_2003_length_629_cov_3.001812,MliC
NODE_1_length_29907_cov_150.822528,nsp7 Corona_nucleoca Peptidase_C30 Corona_NSP4_C NAR Viral_protease Viral_helicase1 NSP10 Corona_RPol_N Corona_M nsp8 nsp9 Macro NSP11 Corona_S2 AAA_30 NSP13 Spike_rec_bind
NODE_199_length_1545_cov_14.871253,Bac_DNA_binding
NODE_19948_length_288_cov_1.374408,tRNA-synt_1d
NODE_1989_length_631_cov_1.658845,4HBT_2
NODE_1988_length_631_cov_1.673285,AAA
NODE_19870_length_288_cov_1.393365,zf-dskA_traR
NODE_1986_length_631_cov_4.086643,TPR_8
NODE_19842_length_288_cov_1.573460,Phage_portal
NODE_197_length_1547_cov_2.418367,P22_Cro
NODE_1978_length_632_cov_3.016216,TPR_19 TPR_16
NODE_1974_length_632_cov_28.171171,Ribosomal_S4 S4
NODE_19736_length_288_cov_2.090047,DUF938
NODE_19703_length_288_cov_2.393365,GH3
NODE_1968_length_634_cov_2.100539,rve
NODE_1960_length_634_cov_5.662478,Peptidase_C69
NODE_1955_length_635_cov_3.514337,dCMP_cyt_deam_1
NODE_1954_length_635_cov_4.983871,IF3_C
NODE_1943_length_637_cov_2.141071,Peptidase_M24_C Peptidase_M24
NODE_19405_length_289_cov_1.339623,Hexapep
NODE_19360_length_289_cov_1.382075,tRNA-synt_1g
NODE_19307_length_289_cov_1.462264,TamB
NODE_192_length_1556_cov_6.073698,RNA_pol_Rpb2_3
NODE_19285_length_289_cov_1.716981,ERF
NODE_1924_length_639_cov_1.556940,VRR_NUC
NODE_19239_length_289_cov_2.051887,AAA_2
NODE_19233_length_289_cov_2.056604,Sigma70_r4
NODE_19203_length_289_cov_2.066038,Phosphodiest
NODE_191_length_1558_cov_1.914247,P22_Cro
NODE_1919_length_639_cov_2.238434,FA_synthesis
NODE_19171_length_289_cov_2.080189,DnaB_C
NODE_1913_length_639_cov_4.676157,TonB_dep_Rec
NODE_19131_length_289_cov_2.391509,QRPTase_N
NODE_19110_length_289_cov_2.674528,Glyco_hydro_108
NODE_19108_length_289_cov_2.698113,HTH_3
NODE_19106_length_289_cov_2.716981,Citrate_synt
NODE_190_length_1559_cov_2.563428,Phage_tail_2
NODE_1908_length_640_cov_1.442274,OMP_b-brl
NODE_19076_length_289_cov_2.764151,YbjQ_1
NODE_1906_length_640_cov_3.456483,Thy1
NODE_1905_length_640_cov_12.065719,Ribosomal_L19
NODE_18_length_3476_cov_26.720800,Ribosomal_S17 ribosomal_L24 KH_2 Ribosomal_L2_C KOW Ribosomal_L16 Ribosomal_S3_C Ribosomal_L29 Ribosomal_L14 Ribosomal_L22 Ribosomal_S19
NODE_1892_length_643_cov_1.551237,Val_tRNA-synt_C Anticodon_1
NODE_1890_length_643_cov_3.561837,DUF3108
NODE_188_length_1571_cov_11.988621,YfiO RNA_pol_Rpb6
NODE_1885_length_643_cov_24.321555,Ribosomal_S16
NODE_18808_length_290_cov_1.366197,ParA
NODE_187_length_1577_cov_3.682667,SecA_SW
NODE_1878_length_644_cov_7.229277,Ribosomal_S10
NODE_18736_length_290_cov_1.563380,CobA_CobO_BtuR
NODE_186_length_1578_cov_1450.997335,Aldedh
NODE_18687_length_290_cov_2.004695,GrpB
NODE_18682_length_290_cov_2.028169,tRNA-synt_2d
NODE_1864_length_645_cov_5.022887,Phage_H_T_join
NODE_18629_length_290_cov_2.061033,SepF
NODE_185_length_1579_cov_3.913449,Transposon_TraM
NODE_1858_length_647_cov_1.789474,2-oxoacid_dh
NODE_18566_length_290_cov_2.704225,Peptidase_M16
NODE_18544_length_290_cov_2.741784,SfLAP
NODE_18524_length_290_cov_2.802817,FGE-sulfatase
NODE_1850_length_648_cov_2.327496,Terminase_GpA
NODE_184_length_1583_cov_4.795485,ClpB_D2-small zf-C4_ClpX AAA_2
NODE_1844_length_649_cov_2.094406,Terminase_6C
NODE_1841_length_649_cov_2.900350,GTP_cyclohydro2
NODE_183_length_1583_cov_8.837317,Ldh_1_N DoxX Ldh_1_C
NODE_1839_length_650_cov_0.952880,N6_N4_Mtase
NODE_18359_length_291_cov_1.135514,PAP2
NODE_18345_length_291_cov_1.191589,DUF3168
NODE_18344_length_291_cov_1.196262,CHU_C
NODE_18272_length_291_cov_1.369159,PASTA
NODE_1821_length_652_cov_17.836522,DUF1015
NODE_181_length_1590_cov_6.457369,NIF3
NODE_18163_length_291_cov_2.009346,DUF4222
NODE_1814_length_653_cov_2.109375,CHAP
NODE_1813_length_653_cov_2.689236,FtsJ
NODE_18138_length_291_cov_2.046729,DUF86
NODE_180_length_1590_cov_10.812293,HATPase_c HisKA
NODE_1809_length_654_cov_1.031196,GSHPx
NODE_18055_length_291_cov_2.724299,Ribonuc_red_lgC
NODE_18006_length_291_cov_4.093458,DUF3027
NODE_17993_length_291_cov_5.401869,Pterin_bind
NODE_1798_length_656_cov_1.670121,LptC
NODE_17969_length_292_cov_0.739535,HNH_3
NODE_1795_length_656_cov_2.110535,YchF-GTPase_C
NODE_1794_length_656_cov_2.426598,CsbD Transgly_assoc
NODE_17922_length_292_cov_1.079070,Aldedh
NODE_1788_length_657_cov_2.336207,HypD
NODE_1787_length_657_cov_2.618966,Ribosomal_S17 Ribosomal_L29
NODE_17852_length_292_cov_1.362791,Phage_integrase
NODE_177_length_1602_cov_5.078033,AAA_31
NODE_1778_length_658_cov_2.134251,Pyr_redox_2
NODE_1775_length_658_cov_3.956971,5_nucleotid_C
NODE_1773_length_657_cov_10.239243,OMP_b-brl
NODE_1772_length_658_cov_44.648881,Ferritin
NODE_17718_length_292_cov_2.386047,DAHP_synth_1
NODE_17661_length_292_cov_3.669767,Sigma70_r2
NODE_1764_length_660_cov_4.348199,cNMP_binding
NODE_1763_length_660_cov_7.852487,AhpC-TSA
NODE_17622_length_293_cov_0.810185,Aminotran_5
NODE_17607_length_293_cov_1.013889,DUF1732
NODE_17590_length_293_cov_1.263889,Sigma70_r1_2
NODE_1758_length_661_cov_2.886986,RHS_repeat
NODE_17564_length_293_cov_1.625000,DapB_C
NODE_17562_length_293_cov_1.634259,EFG_C
NODE_1751_length_662_cov_2.282051,Bac_transf
NODE_174_length_1613_cov_11.735677,Ribosomal_S8 Ribosomal_L5_C Ribosomal_S14 Ribosomal_L5
NODE_1745_length_663_cov_1.653584,DUF1186
NODE_17449_length_294_cov_0.705069,Ribosomal_L16
NODE_17391_length_294_cov_1.599078,UvrC_HhH_N
NODE_1736_length_664_cov_2.896082,SusD-like
NODE_17356_length_294_cov_2.230415,NLPC_P60
NODE_1733_length_665_cov_1.090136,CobW_C
NODE_17324_length_294_cov_3.276498,DUF1015
NODE_1731_length_665_cov_1.811224,EFG_C Ribosomal_S10
NODE_1728_length_665_cov_4.100340,Peptidase_S9
NODE_17286_length_295_cov_0.637615,tRNA_Me_trans
NODE_17246_length_295_cov_1.252294,MreB_Mbl
NODE_1720_length_666_cov_29.198642,ExbD
NODE_17203_length_295_cov_2.073394,LUD_dom
NODE_1719_length_666_cov_37.803056,1-cysPrx_C AhpC-TSA
NODE_1710_length_668_cov_4.054146,Methyltransf_5
NODE_17087_length_296_cov_1.598174,Biotin_lipoyl
NODE_17024_length_296_cov_3.041096,HD_4
NODE_1700_length_669_cov_3.601351,SPOR
NODE_16_length_3609_cov_10.854190,CLP_protease zf-C4_ClpX AAA_2 Trigger_N ClpB_D2-small Trigger_C
NODE_1699_length_669_cov_4.673986,DNA_gyraseB_C
NODE_16987_length_296_cov_13.397260,Ribosomal_L34
NODE_1694_length_670_cov_1.974705,Beta-lactamase2
NODE_1693_length_670_cov_5.204047,Phosphodiest
NODE_16930_length_297_cov_1.304545,Hydrolase_3
NODE_16841_length_297_cov_4.972727,Ribosomal_L14
NODE_167_length_1627_cov_5.175484,NMO
NODE_166_length_1633_cov_2.794344,SRP54
NODE_16670_length_299_cov_0.945946,CCG
NODE_16622_length_299_cov_1.806306,CarbopepD_reg_2
NODE_16618_length_299_cov_1.864865,CcmE
NODE_165_length_1646_cov_14.795411,KH_1 HD DUF3552
NODE_16580_length_299_cov_3.189189,Thioredoxin
NODE_16507_length_300_cov_1.313901,YbjQ_1
NODE_164_length_1648_cov_3.061108,YajC NusB
NODE_1648_length_680_cov_3.106136,Peptidase_C1_2
NODE_16477_length_300_cov_1.950673,ABC_tran
NODE_1645_length_680_cov_4.968491,Ribosomal_S11 Ribosomal_S13
NODE_16455_length_300_cov_2.865471,Peripla_BP_3
NODE_1644_length_680_cov_6.716418,RRF
NODE_1642_length_681_cov_1.481788,KH_dom-like
NODE_16352_length_301_cov_1.665179,LpxC
NODE_1634_length_682_cov_4.479339,Na_H_antiport_1
NODE_1630_length_683_cov_4.584158,CTP_transf_3
NODE_16309_length_301_cov_3.258929,BON
NODE_16256_length_302_cov_1.044444,Ribosomal_S5_C
NODE_16243_length_302_cov_1.302222,Ribosomal_S3_C
NODE_16212_length_302_cov_1.866667,Terminase_1
NODE_161_length_1664_cov_5.098299,Glyco_hydro_25
NODE_16162_length_302_cov_3.364444,KH_2
NODE_1612_length_687_cov_1.808197,HK97-gp10_like
NODE_160_length_1673_cov_12.683584,Pyr_redox_dim Pyr_redox_2
NODE_15999_length_303_cov_6.668142,DUF417
NODE_1598_length_690_cov_2.474715,Radical_SAM
NODE_15981_length_304_cov_0.810573,ATP-grasp
NODE_15957_length_304_cov_1.449339,OmpA
NODE_15955_length_304_cov_1.488987,Sigma70_r4
NODE_15932_length_304_cov_1.920705,HTH_17
NODE_1591_length_692_cov_2.351220,MM_CoA_mutase
NODE_15874_length_304_cov_4.757709,OEP
NODE_1579_length_694_cov_9.453809,HATPase_c_3
NODE_15792_length_304_cov_1.964912,SecA_DEAD
NODE_1577_length_695_cov_1.936893,DUF5459
NODE_15778_length_305_cov_2.350877,Gp23
NODE_15777_length_305_cov_2.350877,Ribosomal_S11
NODE_156_length_1687_cov_47.618634,SecY Peptidase_M24 eIF-1a
NODE_15681_length_306_cov_1.655022,Phage_Mu_F
NODE_15665_length_306_cov_1.917031,AMP-binding_C
NODE_1564_length_698_cov_1.692432,Peripla_BP_4
NODE_1563_length_698_cov_7.278583,DnaJ TerB
NODE_15627_length_306_cov_4.375546,BATS
NODE_15614_length_307_cov_0.617391,DALR_1
NODE_155_length_1696_cov_2.983323,PP2C
NODE_15591_length_307_cov_0.965217,LacAB_rpiB
NODE_15562_length_307_cov_1.691304,SOR_SNZ
NODE_1554_length_700_cov_1.675762,DUF4043
NODE_15527_length_307_cov_2.739130,Phage_lysozyme
NODE_15504_length_307_cov_3.986957,Head-tail_con
NODE_154_length_1698_cov_3.293029,Peptidase_M75
NODE_1547_length_701_cov_3.375000,Cyt_bd_oxida_I
NODE_15468_length_308_cov_0.874459,GcpE
NODE_153_length_1706_cov_12.538981,S4_2 PseudoU_synth_2 S4
NODE_1539_length_703_cov_1.099042,PseudoU_synth_2
NODE_15393_length_308_cov_2.164502,ERF
NODE_15390_length_308_cov_2.207792,DnaB_C
NODE_1538_length_706_cov_1.332268,Thy1
NODE_15383_length_308_cov_2.463203,DAP_epimerase
NODE_15349_length_308_cov_7.770563,Ribosomal_L34
NODE_1533_length_703_cov_8.862620,YbbR
NODE_1532_length_704_cov_0.688995,DPBB_1
NODE_15327_length_309_cov_0.745690,GDE_C
NODE_1529_length_704_cov_1.870813,Wzy_C
NODE_15276_length_309_cov_1.568966,CHAP
NODE_151_length_1720_cov_10.874620,Peptidase_Mx1
NODE_1519_length_706_cov_1.112878,Peptidase_M16_C
NODE_15192_length_309_cov_5.004310,ADP_ribosyl_GH
NODE_1515_length_707_cov_3.161905,HrcA
NODE_150_length_1722_cov_3.449240,60KD_IMP
NODE_1508_length_708_cov_2.347068,Peptidase_S74
NODE_1506_length_708_cov_2.530903,Peptidase_M22
NODE_15055_length_311_cov_0.914530,VRR_NUC
NODE_15046_length_311_cov_1.085470,RNA_pol_Rpb2_7
NODE_1502_length_709_cov_1.017405,ABC_tran
NODE_15026_length_311_cov_1.487179,Pyr_redox_dim
NODE_15025_length_311_cov_1.491453,NinB
NODE_14_length_3711_cov_8.323335,POR_N TPP_enzyme_C PFOR_II Fer4_16 EKR Fer4_7 POR
NODE_149_length_1726_cov_4.935112,Anticodon_1
NODE_14986_length_311_cov_2.482906,Hydrolase_3
NODE_14960_length_311_cov_3.410256,Helicase_C_2
NODE_1495_length_711_cov_1.520505,DNA_methylase
NODE_14933_length_311_cov_124.811966,Ribosomal_S11
NODE_14930_length_312_cov_0.540426,Thy1
NODE_148_length_1726_cov_23.816252,PEPCK_ATP
NODE_1489_length_712_cov_3.456693,DUF1732
NODE_14899_length_312_cov_1.178723,Guanylate_kin
NODE_1487_length_713_cov_3.088050,Peptidase_S78
NODE_14875_length_312_cov_1.634043,FMN_bind
NODE_1486_length_713_cov_4.844340,OAD_gamma Carboxyl_trans
NODE_14868_length_311_cov_1.931915,VCBS
NODE_14863_length_312_cov_2.195745,DUF2800
NODE_1483_length_714_cov_1.692308,HTH_3
NODE_14748_length_313_cov_1.826271,Ribosomal_L28
NODE_14730_length_313_cov_2.347458,Cyc-maltodext_C
NODE_14729_length_313_cov_2.355932,FHA
