Locus_tag	Product	Start	End	Length
CJCOGG_04731	Si-specific NAD(P)(+) transhydrogenase	36563	37963	1400
CJCOGG_04732	HTH-type transcriptional repressor FabR	38240	38944	704
CJCOGG_04733	YijD family membrane protein	38944	39303	359
CJCOGG_04734	tRNA (uridine(54)-C5)-methyltransferase TrmA	39343	40443	1100
CJCOGG_04735	TonB-dependent vitamin B12 receptor BtuB	40812	42656	1844
CJCOGG_04736	glutamate racemase	42601	43458	857
CJCOGG_04740	UDP-N-acetylmuramate dehydrogenase	49209	50237	1028
CJCOGG_04741	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	50234	51199	965
CJCOGG_04742	type I pantothenate kinase	51228	52154	926
CJCOGG_04747	elongation factor Tu	53096	54280	1184
CJCOGG_04748	preprotein translocase subunit SecE	54510	54893	383
CJCOGG_04749	transcription termination/antitermination protein NusG	54895	55440	545
CJCOGG_04750	50S ribosomal protein L11	55599	56027	428
CJCOGG_04751	50S ribosomal protein L1	56031	56735	704
CJCOGG_04752	50S ribosomal protein L10	57148	57645	497
CJCOGG_04753	50S ribosomal protein L7/L12	57712	58077	365
CJCOGG_04755	DNA-directed RNA polymerase subunit beta RpoB	58397	62425	4028
CJCOGG_04756	DNA-directed RNA polymerase subunit beta'	62502	66725	4223
CJCOGG_04757	Protein YjaZ	66938	67477	539
CJCOGG_04759	2-iminoacetate synthase ThiH	67887	69020	1133
CJCOGG_04760	thiazole synthase	69017	69787	770
CJCOGG_04761	thiazole biosynthesis adenylyltransferase ThiF	69789	69989	200
CJCOGG_04762	thiazole biosynthesis adenylyltransferase ThiF	69973	70728	755
CJCOGG_04763	thiamine phosphate synthase	70721	71356	635
CJCOGG_04764	phosphomethylpyrimidine synthase ThiC	71356	73251	1895
CJCOGG_04765	sigma D regulator	73484	73960	476
CJCOGG_04766	NAD(+) diphosphatase	74055	74828	773
CJCOGG_04767	uroporphyrinogen decarboxylase	74868	75932	1064
CJCOGG_04768	deoxyribonuclease V	75942	76613	671
CJCOGG_04769	Uncharacterized protein YjaG	76656	77246	590
CJCOGG_04770	nucleoid-associated protein HU-alpha	77433	77705	272
CJCOGG_04771	Uncharacterized protein YjaH	77778	78413	635
CJCOGG_04772	zinc resistance sensor/chaperone ZraP	78415	78840	425
CJCOGG_04773	Zinc resistance-associated protein	78843	78971	128
CJCOGG_04774	two-component system sensor histidine kinase ZraS	79078	80454	1376
CJCOGG_04775	sigma-54-dependent response regulator transcription factor ZraR	80451	81776	1325
CJCOGG_04776	Phosphoribosylamine--glycine ligase	81773	83062	1289
CJCOGG_04777	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	83074	84663	1589
CJCOGG_04783	acetyltransferase	90405	90848	443
CJCOGG_04784	homoserine O-succinyltransferase	91005	91934	929
CJCOGG_04785	malate synthase A	92203	93804	1601
CJCOGG_04786	isocitrate lyase	93834	95138	1304
CJCOGG_04789	bifunctional isocitrate dehydrogenase kinase/phosphatase	95419	97155	1736
CJCOGG_04790	ShET2 enterotoxin N-terminal domain-containing protein	97124	98698	1574
CJCOGG_04791	glyoxylate bypass operon transcriptional repressor IclR	99015	99839	824
CJCOGG_04792	methionine synthase	100039	103722	3683
CJCOGG_04793	Uncharacterized protein YjbB	103942	105573	1631
CJCOGG_04794	dipeptidase PepE	105664	106353	689
CJCOGG_04795	23S rRNA pseudouridine(2604) synthase RluF	106565	107437	872
CJCOGG_04796	DUF3811 domain-containing protein	107438	107710	272
CJCOGG_04797	Band 7 domain-containing protein	108239	109366	1127
CJCOGG_04798	Nucleotidyltransferase	109399	110163	764
CJCOGG_04799	Toxin PezT	110199	111125	926
CJCOGG_04800	lysine-sensitive aspartokinase 3	111270	112619	1349
CJCOGG_04801	glucose-6-phosphate isomerase	113144	114793	1649
CJCOGG_04803	Uncharacterized protein YjbE	115148	115390	242
CJCOGG_04804	Uncharacterized lipoprotein YjbF	115504	116142	638
CJCOGG_04805	Uncharacterized protein YjbG	116139	116876	737
CJCOGG_04806	YjbH domain-containing protein	116876	118972	2096
CJCOGG_04807	phosphate-starvation-inducible protein PsiE	119567	119977	410
CJCOGG_04808	D-xylose transporter XylE	120021	121496	1475
CJCOGG_04809	maltose ABC transporter permease MalG	121868	122758	890
CJCOGG_04810	maltose ABC transporter permease MalF	122773	124317	1544
CJCOGG_04812	maltose/maltodextrin ABC transporter substrate-binding protein MalE	124471	125661	1190
CJCOGG_04813	Sugar ABC transporter	125754	125849	95
CJCOGG_04814	maltose/maltodextrin ABC transporter ATP-binding protein MalK	126026	127141	1115
CJCOGG_04815	maltoporin LamB	127213	128553	1340
CJCOGG_04816	maltose operon protein MalM	128705	129625	920
CJCOGG_04817	hypothetical protein	129600	129752	152
CJCOGG_04818	Type III effector protein	129854	130048	194
CJCOGG_04819	SopA family protein	130106	131434	1328
CJCOGG_04820	chorismate lyase	131657	132154	497
CJCOGG_04821	4-hydroxybenzoate octaprenyltransferase	132167	133039	872
CJCOGG_04822	glycerol-3-phosphate 1-O-acyltransferase PlsB	133194	135617	2423
CJCOGG_04823	diacylglycerol kinase	135788	136156	368
CJCOGG_04824	transcriptional repressor LexA	136266	136874	608
CJCOGG_04825	MATE family efflux transporter DinF	136947	138293	1346
CJCOGG_04826	UPF0337 protein YjbJ	138389	138598	209
CJCOGG_04827	zinc uptake transcriptional repressor Zur	138640	139155	515
CJCOGG_04828	Uncharacterized protein YjbL	139473	139727	254
CJCOGG_04829	DUF2713 domain-containing protein	139751	140464	713
CJCOGG_04830	tRNA dihydrouridine(20/20a) synthase DusA	140828	141865	1037
CJCOGG_04831	envelope stress response protein PspG	141999	142241	242
CJCOGG_04832	Quinone oxidoreductase 1	142407	143390	983
CJCOGG_04833	replicative DNA helicase	143473	144888	1415
CJCOGG_04834	alanine racemase	144941	146020	1079
CJCOGG_04835	aromatic amino acid transaminase	146273	147466	1193
CJCOGG_04836	Phage protein	147688	148191	503
CJCOGG_04837	acid phosphatase AphA	148593	149306	713
CJCOGG_04838	UPF0047 protein YjbQ	149417	149833	416
CJCOGG_04839	Uncharacterized protein YjbR	149837	150193	356
CJCOGG_04840	excinuclease ABC subunit UvrA	150228	153050	2822
CJCOGG_04841	single-stranded DNA-binding protein SSB1	153304	153840	536
CJCOGG_04842	Uncharacterized protein YjcB	153939	154220	281
CJCOGG_04843	c-di-GMP phosphodiesterase PdeC	154650	156236	1586
CJCOGG_04844	regulatory protein SoxS	156239	156562	323
CJCOGG_04845	redox-sensitive transcriptional activator SoxR	156648	157112	464
CJCOGG_04847	guanine/hypoxanthine transporter GhxP	157658	159007	1349
CJCOGG_04848	Na+/H+ antiporter	159158	160807	1649
CJCOGG_04849	Uncharacterized protein YjcF	160961	162253	1292
CJCOGG_04850	cation/acetate symporter ActP	162431	164080	1649
CJCOGG_04851	Inner membrane protein YjcH	164077	164391	314
CJCOGG_04853	acetate--CoA ligase	164591	166549	1958
CJCOGG_04854	Protein YtcB	166789	166845	56
CJCOGG_04855	ammonia-forming nitrite reductase cytochrome c552 subunit	166941	168377	1436
CJCOGG_04856	cytochrome c nitrite reductase pentaheme subunit	168422	168988	566
CJCOGG_04857	cytochrome c nitrite reductase Fe-S protein	168985	169656	671
CJCOGG_04858	cytochrome c nitrite reductase subunit NrfD	169653	170609	956
CJCOGG_04859	Heme lyase subunit NrfE	170725	172347	1622
CJCOGG_04860	heme lyase NrfEFG subunit NrfF	172340	172723	383
CJCOGG_04861	heme lyase NrfEFG subunit NrfG	172720	173316	596
CJCOGG_04862	glutamate/aspartate:proton symporter GltP	173658	174971	1313
CJCOGG_04863	Uncharacterized protein YjcO	175049	175738	689
CJCOGG_04864	formate dehydrogenase subunit alpha	175832	177979	2147
CJCOGG_04865	multidrug efflux transporter outer membrane subunit MdtP	178177	179643	1466
CJCOGG_04866	multidrug efflux transporter permease subunit MdtO	179640	181691	2051
CJCOGG_04867	multidrug efflux transporter periplasmic adaptor subunit MdtN	181691	182722	1031
CJCOGG_04868	Uncharacterized protein YtcA	182741	183016	275
CJCOGG_04869	alkyl sulfatase YjcS	183225	185210	1985
CJCOGG_04870	Sugar-phosphate isomerase	185463	185780	317
CJCOGG_04871	DDRRRQL repeat protein YjdP	185849	186178	329
CJCOGG_04872	phosphonate metabolism protein PhnP	186325	187083	758
CJCOGG_04873	aminoalkylphosphonate N-acetyltransferase	187085	187519	434
CJCOGG_04874	ribose 1%2C5-bisphosphokinase	187506	188063	557
CJCOGG_04875	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	188063	189199	1136
CJCOGG_04876	phosphonate C-P lyase system protein PhnL	189196	189876	680
CJCOGG_04877	phosphonate C-P lyase system protein PhnK	190053	190811	758
CJCOGG_04878	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase PhnJ	190808	191653	845
CJCOGG_04879	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	191646	192710	1064
CJCOGG_04880	phosphonate C-P lyase system protein PhnH	192710	193294	584
CJCOGG_04881	phosphonate C-P lyase system protein PhnG	193291	193743	452
CJCOGG_04882	phosphonate metabolism transcriptional regulator PhnF	193744	194469	725
CJCOGG_04883	phosphonate ABC transporter%2C permease protein PhnE	194490	195269	779
CJCOGG_04885	phosphonate ABC transporter substrate-binding protein	195375	196391	1016
CJCOGG_04886	phosphonate ABC transporter ATP-binding protein	196416	197204	788
CJCOGG_04887	VOC family metalloprotein YjdN	197337	197780	443
CJCOGG_04889	Protein YjdM	197940	198275	335
CJCOGG_04890	clamp-binding protein CrfC	198677	200905	2228
CJCOGG_04891	YjcZ-like family protein	200902	201780	878
CJCOGG_04892	glycine betaine/L-proline transporter ProP	202044	203546	1502
CJCOGG_04894	Putative membrane protein PmrR	203658	203747	89
CJCOGG_04895	two-component system sensor histidine kinase PmrB	203723	204823	1100
CJCOGG_04896	two-component system response regulator BasR	204824	205492	668
CJCOGG_04897	phosphoethanolamine transferase EptA	205489	207132	1643
CJCOGG_04898	arginine/agmatine antiporter	207236	208573	1337
CJCOGG_04899	DNA-binding transcriptional activator AdiY	208710	209471	761
CJCOGG_04900	arginine decarboxylase	209796	212066	2270
CJCOGG_04901	transcriptional regulator MelR	212262	213170	908
CJCOGG_04902	alpha-galactosidase	213453	214808	1355
CJCOGG_04903	melibiose:sodium transporter MelB	214923	216332	1409
CJCOGG_04904	Inner membrane protein YjdF	216471	217100	629
CJCOGG_04905	class I fumarate hydratase	217223	218869	1646
CJCOGG_04906	anaerobic C4-dicarboxylate transporter DcuB	218947	220287	1340
CJCOGG_04907	two-component system response regulator DcuR	220858	221577	719
CJCOGG_04908	Sensor histidine kinase DcuS	221574	223205	1631
CJCOGG_04909	Uncharacterized protein YjdI	223386	223616	230
CJCOGG_04910	Uncharacterized protein YjdJ	223628	223900	272
CJCOGG_04911	type V toxin-antitoxin system endoribonuclease antitoxin GhoS	224127	224423	296
CJCOGG_04912	type V toxin-antitoxin system toxin GhoT	224451	224624	173
CJCOGG_04913	lysine--tRNA ligase	224743	226260	1517
CJCOGG_04914	dipeptide/tripeptide permease DtpC	226497	227954	1457
CJCOGG_04915	lysine decarboxylase CadA	228013	230160	2147
CJCOGG_04916	cadaverine/lysine antiporter	230240	231574	1334
CJCOGG_04917	lysine decarboxylation/transport transcriptional activator CadC	231940	233478	1538
CJCOGG_04918	DUF4942 domain-containing protein	234227	235069	842
CJCOGG_04919	Aec77	70	561	491
CJCOGG_04920	DUF4942 domain-containing protein	855	1697	842
CJCOGG_04922	glyoxylate/hydroxypyruvate reductase GhrA	2168	3106	938
CJCOGG_04923	zinc-binding phosphatase	3161	3898	737
CJCOGG_04924	molecular chaperone YcdY	3922	4476	554
CJCOGG_04925	Inner membrane protein YcdZ	4548	5069	521
CJCOGG_04926	curli production assembly/transport protein CsgG	5133	5966	833
CJCOGG_04927	curli production assembly/transport protein CsgF	5993	6409	416
CJCOGG_04928	curli production assembly/transport protein CsgE	6434	6823	389
CJCOGG_04929	transcriptional regulator CsgD	6828	7478	650
CJCOGG_04931	curli minor subunit CsgB	8232	8687	455
CJCOGG_04932	curli major subunit CsgA	8728	9183	455
CJCOGG_04933	curli assembly protein CsgC	9242	9574	332
CJCOGG_04934	O-acetyl-ADP-ribose deacetylase	10100	10633	533
CJCOGG_04935	cardiolipin synthase ClsC	10575	12056	1481
CJCOGG_04936	glucans biosynthesis protein MdoC	12064	13221	1157
CJCOGG_04937	glucans biosynthesis protein MdoG	13648	15150	1502
CJCOGG_04938	glucans biosynthesis glucosyltransferase MdoH	15173	17686	2513
CJCOGG_04940	YceK/YidQ family lipoprotein	17859	18086	227
CJCOGG_04941	multidrug efflux MFS transporter MdtG	18087	18461	374
CJCOGG_04942	multidrug efflux MFS transporter MdtG	18544	19770	1226
CJCOGG_04943	kdo(2)-lipid IV(A) lauroyltransferase	19942	20862	920
CJCOGG_04944	rhodanese-related sulfurtransferase	21087	22139	1052
CJCOGG_04945	YceI family protein	22181	22756	575
CJCOGG_04946	Cytochrome b561-like protein	22760	23326	566
CJCOGG_04947	Uncharacterized protein YceO	23587	23700	113
CJCOGG_04948	N-methyl-L-tryptophan oxidase	23748	24866	1118
CJCOGG_04949	biofilm formation regulator BssS	24981	25235	254
CJCOGG_04950	multidrug efflux MFS transporter MdtH	25525	25770	245
CJCOGG_04951	dihydroorotase	25844	26890	1046
CJCOGG_04952	lipoprotein	26996	27556	560
CJCOGG_04953	glutaredoxin 2	27690	28337	647
CJCOGG_04954	multidrug efflux MFS transporter MdtH	28401	29609	1208
CJCOGG_04955	ribosomal protein S5-alanine N-acetyltransferase	29845	30429	584
CJCOGG_04956	UPF0502 protein YceH	30440	31087	647
CJCOGG_04957	Putative oxidoreductase YceM	31089	32012	923
CJCOGG_04958	murein biosynthesis integral membrane protein MurJ	32122	33657	1535
CJCOGG_04959	flagella biosynthesis chaperone FlgN	33697	34113	416
CJCOGG_04960	flagellar biosynthesis anti-sigma factor FlgM	34118	34411	293
CJCOGG_04961	Flagella basal body P-ring formation protein FlgA	34487	35146	659
CJCOGG_04962	flagellar basal body rod protein FlgB	35301	35717	416
CJCOGG_04963	flagellar basal body rod protein FlgC	35721	36125	404
CJCOGG_04964	flagellar hook assembly protein FlgD	36137	36832	695
CJCOGG_04965	flagellar hook protein FlgE	36857	38062	1205
CJCOGG_04966	flagellar basal-body rod protein FlgF	38082	38837	755
CJCOGG_04967	flagellar basal-body rod protein FlgG	39009	39791	782
CJCOGG_04968	flagellar basal body L-ring protein FlgH	39844	40542	698
CJCOGG_04969	flagellar basal body P-ring protein FlgI	40554	41651	1097
CJCOGG_04970	flagellar assembly peptidoglycan hydrolase FlgJ	41651	42592	941
CJCOGG_04971	flagellar hook-associated protein FlgK	42658	44301	1643
CJCOGG_04972	flagellar hook-associated protein FlgL	44313	45266	953
CJCOGG_04973	ribonuclease E	45463	48648	3185
CJCOGG_04974	23S rRNA pseudouridine(955/2504/2580) synthase RluC	49221	50180	959
CJCOGG_04975	7-methyl-GTP pyrophosphatase	50292	50915	623
CJCOGG_04977	23S rRNA accumulation protein YceD	51075	51596	521
CJCOGG_04978	50S ribosomal protein L32	51648	51821	173
CJCOGG_04979	phosphate acyltransferase PlsX	51932	52972	1040
CJCOGG_04980	beta-ketoacyl-ACP synthase III	53040	53993	953
CJCOGG_04981	ACP S-malonyltransferase	54009	54938	929
CJCOGG_04982	3-oxoacyl-ACP reductase FabG	54951	55685	734
CJCOGG_04983	PTS glucose transporter subunit IIBC	55896	56132	236
CJCOGG_04984	beta-ketoacyl-ACP synthase II	56220	57461	1241
CJCOGG_04985	aminodeoxychorismate lyase	57581	58390	809
CJCOGG_04986	cell division protein YceG	58393	59415	1022
CJCOGG_04987	cell division protein YceG	59405	60046	641
CJCOGG_04988	DNA polymerase III subunit delta'	60043	61047	1004
CJCOGG_04989	metal-dependent hydrolase	61058	61855	797
CJCOGG_04990	PTS glucose transporter subunit IIBC	62150	63583	1433
CJCOGG_04991	ferric-rhodotorulic acid/ferric-coprogen receptor FhuE	63643	65832	2189
CJCOGG_04992	purine nucleoside phosphoramidase	66166	66525	359
CJCOGG_04993	Lipoprotein	66528	66905	377
CJCOGG_04994	penicillin-binding protein activator LpoB	66919	67560	641
CJCOGG_04995	thiamine kinase	67541	68365	824
CJCOGG_04996	beta-N-acetylhexosaminidase	68376	69401	1025
CJCOGG_04997	alpha/beta hydrolase YcfP	69424	69966	542
CJCOGG_04999	NADH-quinone dehydrogenase	70374	71678	1304
CJCOGG_05000	Uncharacterized protein YcfJ	71888	72427	539
CJCOGG_05001	TetR family copper-responsive transcriptional repressor ComR	72489	73184	695
CJCOGG_05002	multiple stress resistance protein BhsA	73362	73619	257
CJCOGG_05003	L%2CD-transpeptidase LdtC	73702	74661	959
CJCOGG_05004	transcription-repair coupling factor	74808	78302	3494
CJCOGG_05005	Inner membrane protein YcfT	78382	79455	1073
CJCOGG_05006	lipoprotein-releasing ABC transporter permease subunit LolC	79717	80916	1199
CJCOGG_05007	lipoprotein-releasing ABC transporter ATP-binding protein LolD	80909	81610	701
CJCOGG_05008	lipoprotein-releasing ABC transporter permease subunit LolE	81616	82854	1238
CJCOGG_05009	N-acetylglucosamine kinase	82883	83794	911
CJCOGG_05010	Sir2 family NAD+-dependent deacetylase	83810	84631	821
CJCOGG_05011	Inner membrane protein YcfZ	84770	85480	710
CJCOGG_05012	DUF3592 domain-containing protein	85555	86016	461
CJCOGG_05013	spermidine/putrescine ABC transporter substrate-binding protein PotD	86074	87120	1046
CJCOGG_05014	spermidine/putrescine ABC transporter permease PotC	87117	87911	794
CJCOGG_05015	spermidine/putrescine ABC transporter permease PotB	87908	88765	857
CJCOGG_05016	spermidine/putrescine ABC transporter ATP-binding protein PotA	88749	89885	1136
CJCOGG_05017	peptidase T	90135	91364	1229
CJCOGG_05018	[50S ribosomal protein L16]-arginine 3-hydroxylase	91510	92631	1121
CJCOGG_05019	two-component system sensor histidine kinase PhoQ	92707	94167	1460
CJCOGG_05020	two-component system response regulator PhoP	94167	94838	671
CJCOGG_05021	adenylosuccinate lyase	95006	96376	1370
CJCOGG_05022	high frequency lysogenization protein HflD	96380	97021	641
CJCOGG_05023	tRNA 2-thiouridine(34) synthase MnmA	97057	98163	1106
CJCOGG_05024	phosphatase NudJ	98217	98678	461
CJCOGG_05025	23S rRNA pseudouridine(2457) synthase RluE	98688	99341	653
CJCOGG_05026	NADP-dependent isocitrate dehydrogenase	99513	100763	1250
CJCOGG_05027	Protein YmgK	101442	101486	44
CJCOGG_05028	Uncharacterized protein YcgX	101885	102289	404
CJCOGG_05029	DNA-binding transcriptional repressor BluR	102510	103241	731
CJCOGG_05030	blue light-responsive regulator BluF	103446	104657	1211
CJCOGG_05031	regulatory protein YcgZ	104971	105207	236
CJCOGG_05032	biofilm/acid-resistance regulator AriR	105551	105817	266
CJCOGG_05033	Uncharacterized protein YmgC	105930	106178	248
CJCOGG_05034	putative cyclic di-GMP phosphodiesterase PdeG	106510	108033	1523
CJCOGG_05035	cell division-associated protein YmgF	108165	108383	218
CJCOGG_05036	ATPase	108783	108992	209
CJCOGG_05037	Autotransporter domain-containing protein	109109	111430	2321
CJCOGG_05038	Uncharacterized protein YmgD	111487	111816	329
CJCOGG_05039	UPF0757 protein YmgG	111826	112110	284
CJCOGG_05040	putative autotransporter YpjA	112764	113090	326
CJCOGG_05041	cell division topological specificity factor MinE	113462	113728	266
CJCOGG_05042	septum site-determining protein MinD	113732	114544	812
CJCOGG_05043	septum site-determining protein MinC	114568	115263	695
CJCOGG_05044	Uncharacterized protein YcgJ	115783	116151	368
CJCOGG_05045	G-type lysoyme inhibitor PliG	116271	116672	401
CJCOGG_05046	Protein YcgL	116914	117207	293
CJCOGG_05047	fumarylacetoacetate hydrolase family protein	117279	117938	659
CJCOGG_05048	YcgN family cysteine cluster protein	117907	118476	569
CJCOGG_05049	Hemolysin E-like protein	118683	118943	260
CJCOGG_05050	Hemolysin E	119084	119386	302
CJCOGG_05051	Hemolysin E	119483	119593	110
CJCOGG_05053	Protein UmuD	119966	120385	419
CJCOGG_05054	DNA polymerase V catalytic protein	120385	121653	1268
CJCOGG_05055	disulfide bond formation protein DsbB	121699	122229	530
CJCOGG_05056	Na(+)/H(+) antiporter NhaB	122375	123916	1541
CJCOGG_05057	fatty acid metabolism transcriptional regulator FadR	124138	124857	719
CJCOGG_05058	SpoVR family protein	124909	126441	1532
CJCOGG_05059	D-amino acid dehydrogenase	126771	128069	1298
CJCOGG_05060	catabolic alanine racemase DadX	128079	129149	1070
CJCOGG_05061	hypothetical protein	129252	129401	149
CJCOGG_05062	potassium/proton antiporter	129535	131271	1736
CJCOGG_05063	muramoyltetrapeptide carboxypeptidase	131366	132280	914
CJCOGG_05064	membrane-bound lytic murein transglycosylase EmtA	132380	132991	611
CJCOGG_05065	Flagellar brake protein YcgR	132993	133727	734
CJCOGG_05066	UPF0410 protein YmgE	133928	134182	254
CJCOGG_05067	Uncharacterized protein YcgY	134360	134800	440
CJCOGG_05068	alpha%2Calpha-trehalase	134879	136576	1697
CJCOGG_05069	dihydroxyacetone kinase phosphoryl donor subunit DhaM	136896	138314	1418
CJCOGG_05070	dihydroxyacetone kinase subunit DhaL	138325	138957	632
CJCOGG_05071	dihydroxyacetone kinase subunit DhaK	138968	140038	1070
CJCOGG_05072	dihydroxyacetone kinase operon transcriptional regulator DhaR	140266	142185	1919
CJCOGG_05073	putative autotransporter YcgV	142285	145152	2867
CJCOGG_05074	hypothetical protein	145497	145676	179
CJCOGG_05075	redox-regulated ATPase YchF	145921	147012	1091
CJCOGG_05076	aminoacyl-tRNA hydrolase	147129	147713	584
CJCOGG_05077	stress-induced protein YchH	147991	148269	278
CJCOGG_05078	C4-dicarboxylic acid transporter DauA	148324	149976	1652
CJCOGG_05079	ribose-phosphate diphosphokinase	150128	151141	1013
CJCOGG_05080	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	151226	152077	851
CJCOGG_05081	lipoprotein insertase outer membrane protein LolB	152077	152700	623
CJCOGG_05082	glutamyl-tRNA reductase	152914	154170	1256
CJCOGG_05083	peptide chain release factor 1	154212	155294	1082
CJCOGG_05084	peptide chain release factor N(5)-glutamine methyltransferase	155294	156127	833
CJCOGG_05085	invasion regulator SirB2	156124	156516	392
CJCOGG_05086	invasion regulator SirB1	156520	157329	809
CJCOGG_05087	3-deoxy-8-phosphooctulonate synthase	157365	158219	854
CJCOGG_05088	Uncharacterized protein YjfZ	719	1513	794
CJCOGG_05089	50S ribosomal protein L9	1584	2033	449
CJCOGG_05090	30S ribosomal protein S18	2075	2302	227
CJCOGG_05091	primosomal replication protein N	2307	2621	314
CJCOGG_05092	30S ribosomal protein S6	2628	3023	395
CJCOGG_05093	Uncharacterized protein YjfY	3350	3625	275
CJCOGG_05094	DUF1440 domain-containing protein	3700	4251	551
CJCOGG_05095	L-ribulose-5-phosphate 4-epimerase UlaF	4348	5034	686
CJCOGG_05096	L-ribulose-5-phosphate 3-epimerase UlaE	5034	5888	854
CJCOGG_05097	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	5898	6548	650
CJCOGG_05098	PTS ascorbate transporter subunit IIA	6562	7026	464
CJCOGG_05099	PTS ascorbate transporter subunit IIB	7036	7341	305
CJCOGG_05100	PTS ascorbate transporter subunit IIC	7357	8754	1397
CJCOGG_05101	L-ascorbate 6-phosphate lactonase	9109	10173	1064
CJCOGG_05102	HTH-type transcriptional regulator UlaR	10281	11036	755
CJCOGG_05103	esterase	11033	11782	749
CJCOGG_05104	biofilm peroxide resistance protein BsmA	11964	12293	329
CJCOGG_05105	protease activator YjfN	12442	12717	275
CJCOGG_05106	isovaleryl-CoA dehydrogenase	12834	14459	1625
CJCOGG_05107	Putative acid--amine ligase YjfC	14543	15706	1163
CJCOGG_05108	Uncharacterized protein YjfM	15709	16347	638
CJCOGG_05109	UPF0719 inner membrane protein YjfL	16645	16755	110
CJCOGG_05110	Uncharacterized protein YjfK	16773	17432	659
CJCOGG_05111	Uncharacterized protein YjfJ	17483	18181	698
CJCOGG_05112	DUF2170 domain-containing protein	18200	18601	401
CJCOGG_05113	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	18728	19459	731
CJCOGG_05114	ribonuclease R	19639	22080	2441
CJCOGG_05115	nitric oxide-sensing transcriptional repressor NsrR	22119	22544	425
CJCOGG_05116	adenylosuccinate synthase	22749	24047	1298
CJCOGG_05117	Uncharacterized protein YjeT	24151	24348	197
CJCOGG_05118	protease modulator HflC	24430	25434	1004
CJCOGG_05119	FtsH protease activity modulator HflK	25437	26696	1259
CJCOGG_05120	ribosome rescue GTPase HflX	26782	28062	1280
CJCOGG_05121	RNA chaperone Hfq	28139	28447	308
CJCOGG_05122	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	28533	29483	950
CJCOGG_05123	DNA mismatch repair endonuclease MutL	29476	31323	1847
CJCOGG_05124	N-acetylmuramoyl-L-alanine amidase AmiB	31333	32670	1337
CJCOGG_05125	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	32689	33150	461
CJCOGG_05126	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	33122	34654	1532
CJCOGG_05127	tRNA epoxyqueuosine(34) reductase QueG	34668	35807	1139
CJCOGG_05128	Uncharacterized protein YjeV	35790	35843	53
CJCOGG_05132	oligoribonuclease	36586	37131	545
CJCOGG_05133	small ribosomal subunit biogenesis GTPase RsgA	37226	38278	1052
CJCOGG_05134	archaetidylserine decarboxylase	38375	39343	968
CJCOGG_05135	miniconductance mechanosensitive channel MscM	39365	42688	3323
CJCOGG_05136	Inner membrane protein YjeO	42717	43019	302
CJCOGG_05137	Uncharacterized protein YjeN	43028	43342	314
CJCOGG_05138	glutamate/gamma-aminobutyrate family transporter YjeM	43394	44896	1502
CJCOGG_05139	elongation factor P--(R)-beta-lysine ligase	45115	46092	977
CJCOGG_05140	fumarate reductase (quinol) flavoprotein subunit	46417	48225	1808
CJCOGG_05141	fumarate reductase iron-sulfur protein	48218	48952	734
CJCOGG_05142	Fumarate reductase subunit C	48963	49358	395
CJCOGG_05143	fumarate reductase subunit FrdD	49369	49728	359
CJCOGG_05144	BlaEC family class C beta-lactamase	49791	50924	1133
CJCOGG_05145	lipocalin Blc	51013	51546	533
CJCOGG_05146	quaternary ammonium compound efflux SMR transporter SugE	51543	51860	317
CJCOGG_05147	lipoprotein toxin entericidin B	52035	52181	146
CJCOGG_05148	Entericidin A	52292	52417	125
CJCOGG_05149	Elongation factor P	52469	53035	566
CJCOGG_05150	EF-P beta-lysylation protein EpmB	53077	54105	1028
CJCOGG_05151	Uncharacterized protein YjeJ	54495	55364	869
CJCOGG_05152	Uncharacterized protein YjeI	55567	55920	353
CJCOGG_05153	chaperonin GroEL	56058	57704	1646
CJCOGG_05154	Co-chaperonin GroES	57748	58041	293
CJCOGG_05155	L-methionine/branched-chain amino acid transporter	58317	59573	1256
CJCOGG_05156	UPF0716 protein FxsA	59589	60065	476
CJCOGG_05157	aspartate ammonia-lyase	60402	61838	1436
CJCOGG_05158	URF 1	61875	61904	29
CJCOGG_05159	anaerobic C4-dicarboxylate transporter DcuA	61956	63257	1301
CJCOGG_05160	divalent cation tolerance protein CutA	63373	63711	338
CJCOGG_05161	protein-disulfide reductase DsbD	63687	65384	1697
CJCOGG_05162	transcriptional regulator	65421	65996	575
CJCOGG_05164	Integrase	66376	67638	1262
CJCOGG_05165	ATP-dependent RecD-like DNA helicase	68091	71060	2969
CJCOGG_05166	PLD phosphodiesterase domain-containing protein	71005	71607	602
CJCOGG_05167	hypothetical protein	71655	71762	107
CJCOGG_05168	Plasmid transfer protein	72956	73717	761
